,customer_id,annual_income,vehicle_make,vehicle_model,vehicle_year,loan_amount,initial_apr,current_apr,loan_term_months,autopay_enrolled,num_successful_payments,credit_score,loan_start_date,loan_end_date,loan_status,target
69799,CUST00069800,47684.86,Chevrolet,Trax,2023,11708.59,15.68,16.82,36,True,17,435,2022-05-20,2025-05-04,Paid Off,0
69805,CUST00069806,99950.79,GMC,Acadia,2025,42032.41,14.01,16.33,60,False,29,512,2024-04-05,2029-03-10,Default,1
69821,CUST00069822,77601.31,GMC,Canyon,2025,35730.46,14.23,16.23,60,True,29,608,2023-07-09,2028-06-12,Default,1
69823,CUST00069824,61845.4,Buick,Encore,2024,20668.37,17.38,16.64,24,True,15,459,2022-07-21,2024-07-10,Paid Off,0
69847,CUST00069848,92778.34,GMC,Sierra 1500,2022,54770.78,11.77,11.83,24,True,15,623,2022-11-10,2024-10-30,Paid Off,0
69851,CUST00069852,34124.07,Buick,Enclave,2024,13262.49,10.31,11.11,84,False,36,626,2022-10-25,2029-09-18,Default,1
69852,CUST00069853,72182.8,Chevrolet,Tahoe,2024,38913.94,17.19,18.64,24,False,11,483,2023-08-10,2025-07-30,Paid Off,0
69854,CUST00069855,71230.49,Chevrolet,Blazer,2025,59741.94,5.43,7.4,36,True,35,700,2022-10-18,2025-10-02,Paid Off,0
69859,CUST00069860,41400.93,Buick,Enclave,2022,11160.62,16.31,17.35,24,True,13,597,2023-08-29,2025-08-18,Paid Off,0
69870,CUST00069871,89006.67,Chevrolet,Malibu,2023,50323.65,12.66,13.99,24,False,15,617,2023-10-05,2025-09-24,Paid Off,0
69871,CUST00069872,47802.58,Chevrolet,Impala,2024,13568.69,14.34,13.67,36,False,22,566,2025-06-17,2028-06-01,Default,1
69875,CUST00069876,101704.74,GMC,Sierra 1500,2025,67027.95,4.62,4.65,24,False,19,841,2022-11-26,2024-11-15,Paid Off,0
69879,CUST00069880,102072.98,GMC,Yukon,2024,78759.53,14.86,15.62,36,True,32,639,2022-04-20,2025-04-04,Paid Off,0
69880,CUST00069881,53755.33,GMC,Sierra 2500HD,2024,44949.37,10.31,9.5,24,True,16,669,2023-09-10,2025-08-30,Paid Off,0
69884,CUST00069885,63797.51,Chevrolet,Bolt EV,2024,33022.25,11.82,11.52,36,True,24,604,2021-11-08,2024-10-23,Paid Off,0
69886,CUST00069887,102846.88,Cadillac,XT6,2025,37275.67,14.33,16.95,36,False,21,565,2021-12-10,2024-11-24,Paid Off,0
69889,CUST00069890,89051.32,GMC,Sierra 1500,2024,36851.99,17.23,20.15,72,True,26,563,2025-09-30,2031-08-30,Default,1
69892,CUST00069893,108609.78,Cadillac,CT4,2025,39600.84,13.17,14.43,36,False,25,621,2022-01-20,2025-01-04,Paid Off,0
69893,CUST00069894,64175.51,GMC,Yukon XL,2025,27401.33,18.09,19.29,60,False,15,539,2022-09-15,2027-08-20,Default,1
69894,CUST00069895,102504.04,Cadillac,Escalade ESV,2022,29395.53,14.81,14.21,24,False,11,509,2023-03-07,2025-02-24,Paid Off,0
69896,CUST00069897,98742.74,GMC,Yukon XL,2022,37309.32,9.63,10.67,24,True,17,671,2022-07-22,2024-07-11,Paid Off,0
69899,CUST00069900,32740.14,Chevrolet,Trailblazer,2022,9740.19,17.62,20.51,48,False,17,403,2022-02-25,2026-02-04,Paid Off,0
69902,CUST00069903,26139.47,Chevrolet,Trailblazer,2024,9360.99,12.86,13.75,24,True,16,644,2022-08-20,2024-08-09,Paid Off,0
69911,CUST00069912,64725.62,GMC,Sierra 3500HD,2022,30100.45,12.09,14.19,36,True,24,601,2021-12-16,2024-11-30,Paid Off,0
69922,CUST00069923,59710.65,Chevrolet,Traverse,2025,27111.5,15.06,14.41,84,True,19,415,2024-06-19,2031-05-14,Paid Off,0
69932,CUST00069933,94745.2,GMC,Canyon,2024,44937.38,11.0,12.61,24,False,18,628,2021-11-17,2023-11-07,Paid Off,0
69934,CUST00069935,93238.43,Cadillac,Lyriq,2022,68742.19,3.72,4.4,36,False,32,760,2022-09-14,2025-08-29,Paid Off,0
69951,CUST00069952,59744.38,GMC,Sierra 1500,2025,46645.73,14.01,14.71,48,True,29,642,2024-01-30,2028-01-09,Paid Off,0
69954,CUST00069955,107898.46,Cadillac,CT5,2022,71779.02,5.3,5.02,72,False,41,718,2021-12-27,2027-11-26,Paid Off,0
69959,CUST00069960,25105.27,Chevrolet,Impala,2024,10950.92,17.33,19.86,72,False,14,422,2022-01-20,2027-12-20,Paid Off,0
69960,CUST00069961,83014.46,Cadillac,XT5,2023,87888.39,9.04,9.82,72,True,29,671,2023-10-11,2029-09-09,Paid Off,0
69961,CUST00069962,97766.06,Cadillac,XT4,2024,56057.88,4.34,4.9,36,True,31,807,2022-04-23,2025-04-07,Paid Off,0
69970,CUST00069971,26084.35,Chevrolet,Corvette,2025,11492.31,17.98,18.49,36,False,17,458,2024-07-09,2027-06-24,Paid Off,0
69972,CUST00069973,47675.19,Buick,Envision,2023,14695.18,17.21,18.66,72,False,15,427,2024-05-31,2030-04-30,Default,1
69995,CUST00069996,75121.46,GMC,Terrain,2022,56933.61,11.61,11.66,24,True,16,603,2023-04-10,2025-03-30,Paid Off,0
69999,CUST00070000,84956.37,Chevrolet,Traverse,2024,24504.57,18.32,19.37,48,True,28,573,2022-09-14,2026-08-24,Paid Off,0
70014,CUST00070015,100798.28,Cadillac,XT6,2023,51528.15,4.89,5.88,60,False,44,733,2023-12-01,2028-11-04,Default,1
70029,CUST00070030,107502.35,GMC,Hummer EV,2024,75899.87,3.92,6.55,24,True,20,782,2023-10-26,2025-10-15,Paid Off,0
70036,CUST00070037,86826.15,Cadillac,Lyriq,2025,52655.5,14.83,14.24,24,True,15,536,2022-10-14,2024-10-03,Paid Off,0
70040,CUST00070041,67274.75,Chevrolet,Trailblazer,2025,29575.04,7.27,9.47,24,False,16,662,2022-09-16,2024-09-05,Paid Off,0
70042,CUST00070043,109635.45,Cadillac,XT5,2023,80548.09,4.51,6.54,36,False,31,701,2024-05-14,2027-04-29,Default,1
70044,CUST00070045,55074.45,Chevrolet,Silverado 1500,2025,19115.81,14.5,17.5,36,True,20,592,2022-10-17,2025-10-01,Paid Off,0
70049,CUST00070050,67108.21,Chevrolet,Trax,2025,19593.63,15.7,16.42,60,True,15,575,2025-06-14,2030-05-19,Paid Off,0
70052,CUST00070053,91940.88,GMC,Yukon XL,2022,81497.17,2.56,4.45,84,False,38,825,2024-04-29,2031-03-24,Default,1
70056,CUST00070057,65793.37,GMC,Yukon,2022,34792.07,18.86,17.88,84,False,32,519,2025-09-15,2032-08-09,Default,1
70058,CUST00070059,94206.11,GMC,Sierra 1500,2025,26901.69,10.04,12.22,36,True,25,647,2022-10-27,2025-10-11,Paid Off,0
70061,CUST00070062,27794.64,Buick,Encore GX,2023,9270.03,18.69,21.23,24,True,14,436,2022-08-29,2024-08-18,Paid Off,0
70065,CUST00070066,57979.81,GMC,Hummer EV,2023,20812.31,16.48,15.78,72,True,16,404,2021-11-23,2027-10-23,Default,1
70067,CUST00070068,48216.81,Buick,Encore GX,2024,23331.93,16.53,18.45,72,True,29,391,2025-10-27,2031-09-26,Default,1
70069,CUST00070070,35318.16,Chevrolet,Tahoe,2025,15685.22,18.22,21.05,84,False,24,555,2023-03-24,2030-02-15,Default,1
70075,CUST00070076,106077.71,GMC,Yukon XL,2025,65380.35,6.62,8.27,36,True,34,741,2022-02-23,2025-02-07,Paid Off,0
70077,CUST00070078,71142.89,Chevrolet,Bolt EV,2025,38835.22,12.97,15.04,84,False,42,638,2024-07-12,2031-06-06,Paid Off,0
70080,CUST00070081,114870.74,Cadillac,Escalade,2022,56700.79,4.09,4.84,84,True,46,735,2025-08-17,2032-07-11,Default,1
70087,CUST00070088,110494.84,Chevrolet,Trax,2024,53755.58,5.22,4.51,24,False,19,742,2022-09-09,2024-08-29,Paid Off,0
70090,CUST00070091,102557.99,GMC,Acadia,2023,69994.69,2.52,5.1,24,True,23,824,2021-12-07,2023-11-27,Paid Off,0
70091,CUST00070092,111026.16,Chevrolet,Suburban,2024,87893.22,4.35,4.7,24,False,21,752,2022-12-22,2024-12-11,Paid Off,0
70095,CUST00070096,114147.99,GMC,Yukon XL,2023,61334.72,18.62,18.58,24,False,15,571,2021-11-16,2023-11-06,Paid Off,0
70111,CUST00070112,44460.35,Chevrolet,Traverse,2025,16724.7,14.26,13.46,72,True,17,357,2022-03-09,2028-02-06,Default,1
70112,CUST00070113,79751.45,Buick,Encore,2022,29321.51,18.46,19.32,24,False,13,470,2022-05-14,2024-05-03,Paid Off,0
70114,CUST00070115,68880.79,Chevrolet,Camaro,2025,85971.54,5.55,5.43,36,False,30,731,2022-07-24,2025-07-08,Paid Off,0
70127,CUST00070128,61846.1,Chevrolet,Traverse,2024,30433.67,16.8,19.34,72,True,22,413,2025-05-29,2031-04-28,Paid Off,0
70130,CUST00070131,111733.91,Cadillac,CT5,2025,79047.7,3.71,6.45,24,False,23,825,2023-01-01,2024-12-21,Paid Off,0
70136,CUST00070137,58842.0,Buick,Enclave,2023,44115.71,11.78,12.75,72,False,30,622,2024-06-25,2030-05-25,Default,1
70156,CUST00070157,106219.78,Cadillac,XT4,2024,72104.16,4.19,4.69,72,False,47,717,2024-08-21,2030-07-21,Paid Off,0
70159,CUST00070160,81427.99,Chevrolet,Silverado 1500,2023,20223.27,14.68,14.68,24,False,13,529,2024-08-21,2026-08-11,Paid Off,0
70168,CUST00070169,49615.65,Chevrolet,Colorado,2022,27359.77,12.64,13.1,48,True,36,620,2022-03-06,2026-02-13,Paid Off,0
70186,CUST00070187,83376.67,GMC,Canyon,2022,82318.78,4.92,5.83,72,False,39,819,2024-08-14,2030-07-14,Default,1
70190,CUST00070191,37781.72,Buick,Encore,2025,10998.96,15.19,16.08,24,True,7,349,2022-01-12,2024-01-02,Paid Off,0
70195,CUST00070196,47845.32,Chevrolet,Traverse,2023,18646.53,16.54,15.6,24,True,9,513,2022-08-17,2024-08-06,Paid Off,0
70205,CUST00070206,60415.67,GMC,Yukon XL,2025,39406.99,11.18,12.38,48,False,30,630,2022-09-21,2026-08-31,Default,1
70219,CUST00070220,76011.08,GMC,Yukon XL,2024,36515.15,17.37,19.04,24,False,14,408,2023-06-14,2025-06-03,Paid Off,0
70222,CUST00070223,39892.91,Chevrolet,Bolt EV,2023,19800.86,18.6,18.08,24,True,9,574,2023-07-27,2025-07-16,Paid Off,0
70239,CUST00070240,52156.36,Chevrolet,Impala,2025,23977.81,14.86,16.78,24,True,13,560,2022-04-28,2024-04-17,Paid Off,0
70246,CUST00070247,45884.94,Chevrolet,Malibu,2023,11993.92,15.11,16.06,24,True,11,594,2024-09-30,2026-09-20,Default,1
70261,CUST00070262,27621.49,Chevrolet,Traverse,2022,11732.37,18.04,20.66,24,False,12,474,2023-08-11,2025-07-31,Paid Off,0
70265,CUST00070266,75478.84,GMC,Sierra 2500HD,2024,39819.94,18.38,19.49,72,True,16,455,2023-11-04,2029-10-03,Paid Off,0
70276,CUST00070277,86692.28,Cadillac,Lyriq,2022,80450.05,4.69,4.35,36,True,33,795,2022-08-03,2025-07-18,Paid Off,0
70278,CUST00070279,60011.22,Chevrolet,Silverado 3500HD,2025,18932.49,17.69,20.11,24,True,9,514,2022-07-16,2024-07-05,Paid Off,0
70282,CUST00070283,33635.78,Chevrolet,Colorado,2022,13768.62,15.93,15.19,24,False,10,555,2023-03-01,2025-02-18,Paid Off,0
70285,CUST00070286,80481.36,Chevrolet,Colorado,2023,39023.51,7.23,9.37,24,True,18,680,2023-10-02,2025-09-21,Paid Off,0
70287,CUST00070288,62889.03,GMC,Terrain,2022,36054.91,9.73,10.61,24,False,21,667,2021-11-08,2023-10-29,Paid Off,0
70290,CUST00070291,114847.03,GMC,Yukon XL,2025,31354.59,17.58,20.0,24,False,16,586,2023-05-30,2025-05-19,Paid Off,0
70295,CUST00070296,35427.73,Chevrolet,Corvette,2025,16560.88,14.98,15.1,60,False,19,587,2022-11-08,2027-10-13,Default,1
70299,CUST00070300,85273.61,Chevrolet,Suburban,2024,42152.06,10.35,10.25,72,False,33,627,2023-06-14,2029-05-13,Default,1
70307,CUST00070308,28410.28,Chevrolet,Bolt EV,2023,15376.41,15.21,15.85,24,True,8,384,2023-08-29,2025-08-18,Paid Off,0
70308,CUST00070309,64882.86,Chevrolet,Impala,2024,64402.17,10.92,11.97,24,True,17,694,2022-09-13,2024-09-02,Paid Off,0
70311,CUST00070312,46196.81,Buick,Regal,2022,15110.94,17.94,18.16,24,False,15,475,2021-12-18,2023-12-08,Paid Off,0
70315,CUST00070316,112538.2,GMC,Sierra 3500HD,2022,40103.46,14.56,14.23,24,True,10,588,2022-08-16,2024-08-05,Paid Off,0
70324,CUST00070325,97966.09,Cadillac,Lyriq,2022,41243.08,14.93,14.58,24,True,11,593,2024-05-31,2026-05-21,Paid Off,0
70332,CUST00070333,80467.14,Cadillac,XT5,2023,87121.36,5.94,7.42,36,True,33,736,2022-03-29,2025-03-13,Paid Off,0
70340,CUST00070341,56803.29,Chevrolet,Trax,2025,22155.12,18.35,20.06,36,True,11,431,2022-05-28,2025-05-12,Paid Off,0
70344,CUST00070345,34820.8,Buick,Enclave,2025,9638.89,18.8,19.75,60,False,17,570,2025-08-18,2030-07-23,Default,1
70346,CUST00070347,42244.1,Buick,Regal,2025,21097.58,12.86,14.84,24,False,17,617,2023-06-25,2025-06-14,Paid Off,0
70349,CUST00070350,108651.59,Chevrolet,Traverse,2023,48175.84,14.38,16.85,24,True,19,611,2022-11-12,2024-11-01,Paid Off,0
70350,CUST00070351,74807.3,Chevrolet,Blazer,2023,23733.5,14.36,13.7,84,False,17,512,2023-07-12,2030-06-05,Default,1
70363,CUST00070364,53299.84,GMC,Yukon,2024,21897.78,16.84,19.28,24,False,13,457,2022-03-11,2024-02-29,Paid Off,0
70366,CUST00070367,104147.66,Chevrolet,Colorado,2022,54152.52,7.29,7.41,48,True,42,721,2024-06-13,2028-05-23,Default,1
70372,CUST00070373,69479.06,Chevrolet,Malibu,2023,33705.09,16.97,19.52,48,True,19,408,2023-04-24,2027-04-03,Paid Off,0
70375,CUST00070376,56816.73,Chevrolet,Bolt EV,2024,28953.02,16.83,17.22,24,True,14,418,2022-11-11,2024-10-31,Paid Off,0
70378,CUST00070379,78160.48,GMC,Sierra 2500HD,2023,22201.62,16.39,19.25,84,True,22,446,2022-03-26,2029-02-17,Default,1
70391,CUST00070392,106706.78,Chevrolet,Bolt EV,2022,29921.03,16.26,18.82,24,True,13,562,2024-01-03,2025-12-23,Default,1
70397,CUST00070398,75959.14,Chevrolet,Silverado 1500,2025,43874.9,10.82,12.37,48,True,34,692,2025-05-27,2029-05-06,Paid Off,0
70403,CUST00070404,97448.62,Cadillac,CT5,2022,76658.4,2.55,3.2,24,True,19,844,2023-05-08,2025-04-27,Paid Off,0
70417,CUST00070418,87531.6,Cadillac,Escalade ESV,2023,48494.61,3.36,6.06,84,True,44,804,2024-01-02,2030-11-26,Default,1
70421,CUST00070422,59185.0,GMC,Terrain,2023,25598.68,14.59,16.6,72,True,18,476,2022-09-30,2028-08-29,Paid Off,0
70422,CUST00070423,59233.23,Chevrolet,Silverado 2500HD,2024,82959.74,5.81,5.16,48,True,44,703,2024-04-05,2028-03-15,Default,1
70424,CUST00070425,108680.45,Cadillac,XT6,2025,79081.3,3.16,5.17,24,True,21,765,2025-05-12,2027-05-02,Default,1
70430,CUST00070431,55293.59,GMC,Acadia,2022,36101.76,13.78,14.43,48,True,31,648,2021-11-24,2025-11-03,Paid Off,0
70431,CUST00070432,62320.24,Chevrolet,Traverse,2025,16609.94,18.84,19.5,24,True,14,442,2022-05-04,2024-04-23,Paid Off,0
70436,CUST00070437,117191.87,Cadillac,XT6,2023,76573.24,3.12,2.22,84,True,44,769,2023-09-17,2030-08-11,Paid Off,0
70444,CUST00070445,27864.81,Buick,Encore,2025,19882.8,14.66,16.53,24,False,15,641,2023-06-21,2025-06-10,Paid Off,0
70464,CUST00070465,74759.35,Chevrolet,Camaro,2022,72494.17,5.13,5.72,60,True,45,718,2023-12-23,2028-11-26,Default,1
70466,CUST00070467,54070.35,GMC,Yukon XL,2024,32026.5,10.32,10.68,60,True,42,697,2022-12-25,2027-11-29,Default,1
70467,CUST00070468,66495.57,Buick,Encore GX,2024,75336.09,10.66,10.84,24,True,16,680,2023-01-10,2024-12-30,Paid Off,0
70472,CUST00070473,74449.33,GMC,Yukon XL,2023,34438.11,11.61,13.52,48,False,34,696,2024-07-04,2028-06-13,Paid Off,0
70474,CUST00070475,88111.65,GMC,Yukon,2025,47011.6,17.33,18.66,36,True,14,526,2025-07-10,2028-06-24,Default,1
70475,CUST00070476,79369.69,Chevrolet,Equinox,2024,49439.82,13.54,15.56,48,True,30,647,2022-03-04,2026-02-11,Default,1
70480,CUST00070481,105038.09,Chevrolet,Corvette,2024,61053.91,3.93,4.71,24,True,23,800,2025-01-03,2026-12-24,Default,1
70489,CUST00070490,49307.43,Chevrolet,Trailblazer,2024,14261.69,16.46,17.02,72,False,18,406,2023-05-24,2029-04-22,Paid Off,0
70491,CUST00070492,28443.41,Chevrolet,Trax,2022,7600.29,18.29,17.37,72,False,21,325,2023-04-04,2029-03-03,Default,1
70495,CUST00070496,115109.98,GMC,Sierra 3500HD,2025,83521.04,9.71,9.7,24,True,15,650,2022-03-02,2024-02-20,Paid Off,0
70500,CUST00070501,115703.7,Chevrolet,Trax,2022,79971.33,6.62,8.68,72,False,44,724,2024-11-05,2030-10-05,Default,1
70505,CUST00070506,104885.44,GMC,Sierra 2500HD,2025,49317.93,5.45,8.01,24,True,20,735,2023-08-14,2025-08-03,Paid Off,0
70512,CUST00070513,26492.97,Buick,Enclave,2025,9357.58,14.18,15.13,24,False,13,306,2022-05-09,2024-04-28,Paid Off,0
70525,CUST00070526,84354.48,GMC,Yukon,2022,79380.36,2.73,3.52,24,True,19,779,2023-05-14,2025-05-03,Paid Off,0
70531,CUST00070532,87420.08,Cadillac,Escalade,2025,29664.48,12.2,11.31,36,True,24,646,2022-06-07,2025-05-22,Paid Off,0
70550,CUST00070551,39875.58,Chevrolet,Blazer,2023,14885.76,16.94,17.58,60,False,18,481,2022-11-10,2027-10-15,Paid Off,0
70556,CUST00070557,51057.94,Chevrolet,Corvette,2024,12736.64,18.81,18.11,60,True,26,419,2024-07-29,2029-07-03,Default,1
70559,CUST00070560,77453.6,GMC,Yukon XL,2023,24130.76,15.73,16.53,48,False,15,444,2022-09-30,2026-09-09,Paid Off,0
70567,CUST00070568,33169.23,Chevrolet,Impala,2022,12937.98,14.42,14.22,60,False,23,364,2025-09-03,2030-08-08,Default,1
70596,CUST00070597,38062.38,Buick,Regal,2024,7634.16,15.88,17.2,24,False,8,557,2023-09-04,2025-08-24,Paid Off,0
70613,CUST00070614,105010.42,GMC,Yukon,2024,66023.54,15.45,16.37,60,True,32,611,2024-07-21,2029-06-25,Paid Off,0
70614,CUST00070615,45172.08,Buick,Encore GX,2022,26376.99,16.97,18.61,72,False,33,463,2022-09-14,2028-08-13,Default,1
70615,CUST00070616,53615.24,GMC,Sierra 3500HD,2024,26661.79,15.1,16.73,24,True,7,559,2021-11-20,2023-11-10,Paid Off,0
70617,CUST00070618,64896.4,Chevrolet,Impala,2023,15189.98,17.93,19.34,24,True,15,559,2022-03-17,2024-03-06,Paid Off,0
70618,CUST00070619,97088.44,GMC,Yukon,2024,35979.8,18.24,21.17,60,True,18,586,2022-07-05,2027-06-09,Paid Off,0
70619,CUST00070620,99826.76,Cadillac,XT5,2023,78774.31,3.19,5.31,60,True,43,826,2023-05-25,2028-04-28,Paid Off,0
70620,CUST00070621,110208.9,GMC,Canyon,2024,60058.33,4.98,5.84,24,True,21,759,2022-03-03,2024-02-21,Paid Off,0
70623,CUST00070624,99679.34,Cadillac,Escalade ESV,2024,89629.16,4.77,4.95,48,True,42,816,2021-11-19,2025-10-29,Paid Off,0
70624,CUST00070625,27873.66,Chevrolet,Trailblazer,2023,14740.98,14.0,13.01,36,True,26,615,2025-05-12,2028-04-26,Default,1
70637,CUST00070638,46465.26,Chevrolet,Silverado 2500HD,2024,12474.81,15.09,18.02,36,True,23,566,2025-10-02,2028-09-16,Default,1
70661,CUST00070662,50590.48,GMC,Sierra 1500,2023,18750.9,14.12,16.89,24,True,13,503,2023-04-06,2025-03-26,Paid Off,0
70663,CUST00070664,82129.06,Chevrolet,Traverse,2024,53258.99,4.57,7.49,36,True,34,843,2021-12-02,2024-11-16,Paid Off,0
70668,CUST00070669,114429.81,GMC,Terrain,2023,65110.51,4.95,7.38,60,True,43,820,2023-09-27,2028-08-31,Default,1
70671,CUST00070672,96617.47,GMC,Sierra 1500,2025,79984.27,6.23,8.11,36,True,30,749,2024-11-25,2027-11-10,Default,1
70675,CUST00070676,105016.0,Chevrolet,Blazer,2024,78267.23,3.12,5.53,60,True,45,833,2022-02-16,2027-01-21,Default,1
70680,CUST00070681,64999.39,GMC,Sierra 2500HD,2024,26716.72,14.77,14.84,24,True,13,533,2022-03-21,2024-03-10,Paid Off,0
70684,CUST00070685,99390.53,GMC,Sierra 1500,2025,32103.45,14.69,13.7,84,False,23,576,2023-01-28,2029-12-22,Default,1
70687,CUST00070688,90007.36,GMC,Yukon,2025,57433.16,7.01,9.56,60,True,45,736,2025-03-21,2030-02-23,Default,1
70705,CUST00070706,82950.08,GMC,Yukon,2022,85256.94,3.45,4.48,60,False,41,794,2024-05-01,2029-04-05,Paid Off,0
70713,CUST00070714,26073.32,Buick,Regal,2023,11733.72,15.7,15.28,24,True,11,418,2022-08-08,2024-07-28,Paid Off,0
70729,CUST00070730,51041.5,Chevrolet,Silverado 1500,2024,31776.36,7.4,6.79,24,True,19,701,2022-01-25,2024-01-15,Paid Off,0
70735,CUST00070736,107544.93,GMC,Hummer EV,2025,30372.73,16.48,17.9,24,True,15,578,2023-05-05,2025-04-24,Paid Off,0
70742,CUST00070743,84940.63,Cadillac,Escalade ESV,2023,39228.36,17.7,17.2,60,True,19,560,2022-09-30,2027-09-04,Paid Off,0
70759,CUST00070760,41916.03,Chevrolet,Silverado 3500HD,2025,23901.69,17.25,19.45,60,True,29,495,2025-05-16,2030-04-20,Default,1
70767,CUST00070768,116987.16,Cadillac,XT4,2023,39809.73,16.25,15.51,24,False,15,593,2022-03-28,2024-03-17,Paid Off,0
70769,CUST00070770,60140.54,Buick,Regal,2024,46829.45,10.59,11.22,48,True,34,642,2022-04-22,2026-04-01,Default,1
70778,CUST00070779,40614.47,Chevrolet,Silverado 2500HD,2024,11405.53,16.41,15.44,24,False,16,471,2023-04-19,2025-04-08,Paid Off,0
70781,CUST00070782,100273.28,Cadillac,CT5,2025,59774.06,7.22,7.24,24,True,19,711,2022-01-03,2023-12-24,Paid Off,0
70786,CUST00070787,39131.66,Chevrolet,Bolt EV,2024,23291.0,16.34,16.14,36,False,21,598,2021-11-23,2024-11-07,Paid Off,0
70788,CUST00070789,91539.9,GMC,Canyon,2024,68225.07,13.49,15.81,60,True,33,644,2024-07-06,2029-06-10,Paid Off,0
70791,CUST00070792,109677.95,Cadillac,XT4,2022,61204.08,16.5,16.36,48,True,25,553,2023-12-21,2027-11-30,Default,1
70792,CUST00070793,83074.49,GMC,Canyon,2024,73439.03,8.64,9.76,36,True,30,653,2023-05-26,2026-05-10,Paid Off,0
70794,CUST00070795,25985.36,Chevrolet,Trailblazer,2025,8290.05,18.0,17.17,24,False,9,487,2021-11-16,2023-11-06,Paid Off,0
70796,CUST00070797,60794.76,Chevrolet,Trailblazer,2022,33029.17,4.0,4.15,84,True,39,701,2022-11-30,2029-10-24,Default,1
70798,CUST00070799,70198.64,GMC,Sierra 3500HD,2024,41886.09,14.24,15.22,84,False,21,412,2024-08-18,2031-07-13,Paid Off,0
70804,CUST00070805,42350.08,Buick,Encore,2022,11405.14,16.13,15.61,36,False,12,506,2022-01-07,2024-12-22,Paid Off,0
70809,CUST00070810,54933.14,Chevrolet,Tahoe,2024,19237.27,14.39,13.63,24,True,16,500,2024-02-22,2026-02-11,Default,1
70816,CUST00070817,36879.13,Buick,Regal,2025,21666.97,15.63,17.9,24,False,7,563,2022-12-18,2024-12-07,Paid Off,0
70817,CUST00070818,83781.53,Cadillac,Lyriq,2023,31815.56,18.2,20.2,48,True,30,591,2025-07-04,2029-06-13,Default,1
70820,CUST00070821,43202.64,Chevrolet,Bolt EV,2023,22877.56,16.81,19.62,48,False,22,326,2022-09-03,2026-08-13,Default,1
70828,CUST00070829,81844.91,Chevrolet,Colorado,2022,83927.65,3.51,3.99,36,True,33,827,2022-03-21,2025-03-05,Paid Off,0
70842,CUST00070843,25516.84,Chevrolet,Malibu,2023,12896.79,14.45,17.33,84,False,23,573,2025-06-02,2032-04-26,Default,1
70849,CUST00070850,88125.62,Chevrolet,Silverado 3500HD,2025,42430.44,18.58,20.68,24,True,12,571,2023-04-03,2025-03-23,Paid Off,0
70853,CUST00070854,80628.24,GMC,Sierra 2500HD,2023,54718.4,12.42,13.07,24,True,16,632,2022-08-17,2024-08-06,Paid Off,0
70855,CUST00070856,81416.39,GMC,Canyon,2025,75602.54,4.6,5.11,84,True,40,806,2023-06-08,2030-05-02,Default,1
70863,CUST00070864,93086.25,Cadillac,Escalade,2023,55890.7,14.13,16.17,24,True,8,567,2023-06-20,2025-06-09,Paid Off,0
70866,CUST00070867,74781.13,Chevrolet,Camaro,2022,20927.39,18.64,19.48,24,False,11,455,2023-05-13,2025-05-02,Paid Off,0
70879,CUST00070880,58220.41,Chevrolet,Trailblazer,2025,15060.11,18.11,17.68,36,False,20,424,2022-10-10,2025-09-24,Paid Off,0
70886,CUST00070887,80941.04,Cadillac,Lyriq,2024,21785.89,18.68,20.71,24,True,9,581,2022-04-01,2024-03-21,Paid Off,0
70894,CUST00070895,32178.56,Chevrolet,Silverado 3500HD,2024,15503.14,14.68,16.4,24,True,17,643,2022-10-11,2024-09-30,Paid Off,0
70903,CUST00070904,43964.04,Chevrolet,Tahoe,2023,10101.41,18.88,21.59,36,True,24,518,2022-03-09,2025-02-21,Paid Off,0
70908,CUST00070909,44279.31,Chevrolet,Suburban,2025,15145.72,17.24,16.51,36,False,16,386,2021-12-01,2024-11-15,Paid Off,0
70911,CUST00070912,63884.13,Chevrolet,Trailblazer,2022,18739.03,18.25,20.42,36,True,14,410,2022-06-18,2025-06-02,Paid Off,0
70921,CUST00070922,29500.84,Chevrolet,Trax,2024,9466.41,16.14,15.26,84,True,24,525,2022-11-25,2029-10-19,Paid Off,0
70922,CUST00070923,65619.27,Chevrolet,Trailblazer,2024,48036.17,14.19,13.97,24,True,17,600,2023-06-11,2025-05-31,Paid Off,0
70923,CUST00070924,111162.88,Chevrolet,Silverado 3500HD,2023,77143.82,2.99,3.69,36,True,34,761,2023-03-21,2026-03-05,Paid Off,0
70924,CUST00070925,66918.73,Chevrolet,Blazer,2024,32474.59,14.79,15.01,36,True,11,461,2022-06-01,2025-05-16,Paid Off,0
70944,CUST00070945,25084.01,Chevrolet,Corvette,2025,12304.41,15.04,17.44,24,True,8,449,2022-06-19,2024-06-08,Paid Off,0
