annual_income,loan_amount,loan_term_months,credit_score,target
56652.27,23668.7,24,448,0
32370.66,14461.16,24,502,0
60017.0,61948.93,36,727,0
25687.9,12608.39,48,511,1
65200.69,47860.59,24,730,0
45644.66,26311.3,48,356,0
31136.72,6637.59,24,384,0
86683.13,46633.04,48,565,0
71586.87,26058.44,36,529,0
88062.59,33466.25,24,691,0
25557.11,13883.84,24,304,0
87691.44,35733.38,84,576,0
91003.62,50479.77,24,598,0
74073.5,17921.23,60,550,1
119231.83,76775.71,36,732,0
26810.67,6910.63,36,372,0
74379.78,16602.74,36,540,0
34984.44,21058.68,72,613,1
28671.8,15982.76,72,492,1
113664.94,29793.86,48,551,1
83624.79,19238.17,24,581,0
107812.07,73824.23,84,706,1
55605.73,28144.57,24,647,0
116872.58,79067.87,72,815,0
97692.1,88850.02,24,653,0
49186.19,18477.38,36,489,0
105247.19,87267.15,84,780,1
85625.45,65563.77,24,788,0
108666.6,68556.74,24,819,0
71466.3,35131.3,24,463,0
94611.06,50310.64,84,682,1
44487.74,13508.64,24,596,0
52676.69,18786.66,36,503,0
38390.77,21626.06,60,553,1
67002.98,45068.36,84,647,0
89537.49,41620.73,24,640,0
62133.61,25202.24,24,699,0
50089.62,25217.89,24,498,0
52320.48,17536.95,24,505,0
58413.61,20124.66,24,552,0
96282.57,77101.77,24,768,0
72275.8,19643.33,24,423,0
119758.7,83721.1,24,728,0
109975.74,80671.24,36,778,0
113820.51,69198.24,24,584,0
48890.33,16508.7,24,590,0
27369.42,7981.55,24,333,0
28092.69,6565.08,24,445,0
62635.27,31385.36,36,458,0
46082.64,24420.59,84,321,1
47808.38,25536.68,84,474,1
28172.59,10794.95,72,370,0
41480.32,23460.03,72,314,1
33284.26,19026.16,72,330,0
97093.66,53652.4,24,596,0
45905.44,34251.25,36,629,0
98916.07,71010.04,60,758,1
57178.87,57795.13,24,747,0
110023.69,87268.04,24,775,0
103802.97,75989.92,24,688,0
30885.46,13604.18,36,638,1
103973.91,64702.64,24,592,1
73943.36,18327.85,24,517,0
30679.18,15090.04,36,444,1
92610.02,69616.97,24,785,0
57935.98,19896.2,48,648,1
114689.53,73501.83,36,787,0
35724.55,10397.14,60,376,1
85844.98,84454.79,24,721,0
51109.22,37653.31,60,643,0
58188.11,18438.17,48,417,0
77934.74,61348.04,84,697,0
78937.62,35238.09,24,456,0
58493.33,83676.16,36,750,0
61808.06,44616.64,72,638,0
118171.68,44831.45,24,676,0
110005.21,58502.78,36,698,0
87408.21,52954.72,24,755,0
48381.55,22435.72,24,500,0
69801.8,37373.61,36,605,0
74361.27,32599.33,36,421,0
41633.03,18093.68,36,583,0
106623.39,85868.7,84,714,0
56699.02,28480.87,84,515,0
63863.31,39043.48,48,625,1
95482.5,56455.09,36,513,0
38869.69,23782.26,36,600,0
83067.83,41878.64,48,659,1
30133.21,17790.32,84,309,1
71236.35,30185.92,48,526,1
108633.81,88273.98,24,719,0
35007.63,14935.77,60,569,1
108877.96,77714.13,84,840,0
113827.46,67004.13,24,786,1
33660.62,17941.15,24,577,0
74011.73,34407.01,24,585,0
62686.53,63743.49,24,743,0
117521.18,83693.53,36,780,0
38804.75,17622.79,24,620,0
27558.53,11117.12,84,516,0
34303.42,15159.51,48,485,1
60810.99,22581.95,60,689,1
55474.33,26489.4,24,554,0
72811.06,76877.34,24,746,0
28324.71,17063.19,36,357,0
75570.59,21424.16,36,585,0
33998.76,16050.96,84,415,1
82333.38,26278.03,84,582,1
87222.48,61244.7,36,763,0
71995.17,26917.1,36,633,1
42288.17,22983.15,24,307,0
80786.02,53433.82,24,764,1
72398.35,55163.02,24,647,0
43731.44,20814.05,36,315,0
38718.1,9811.2,24,425,0
47083.44,34136.0,48,612,1
72253.24,33770.45,84,691,1
39010.78,16222.14,36,447,0
119240.42,73278.27,24,546,0
118246.93,51790.91,72,579,1
84411.11,52926.16,24,700,0
37342.64,10143.16,24,427,0
100385.48,46678.29,24,704,0
54134.2,16968.58,48,435,1
79547.64,71873.04,60,746,1
61793.2,60173.31,24,657,0
55585.42,24579.9,36,604,0
47144.39,21667.15,36,426,0
73182.36,85623.27,24,737,0
96365.59,22829.28,24,523,0
86445.54,78006.57,24,706,0
56819.48,20804.72,72,461,1
94535.34,48031.35,84,558,1
77408.95,69610.42,48,690,1
114488.64,66349.21,36,793,0
30084.98,15072.23,60,481,0
78148.37,41743.22,60,566,1
29079.83,17245.79,36,575,0
27908.16,12346.89,24,638,0
116646.89,60329.48,24,677,0
32529.34,9135.0,36,387,0
86878.96,63193.3,36,631,0
44184.71,18783.19,24,633,0
97213.9,78030.68,36,617,0
36571.33,21283.65,72,584,1
27399.07,8381.78,24,497,0
66800.83,25856.52,24,419,0
57003.07,31634.04,24,589,0
35156.02,16681.64,36,465,0
118155.11,73430.53,24,520,0
35647.58,9690.46,24,525,0
65629.83,52571.85,36,714,0
103607.26,39791.45,36,635,0
44487.9,23902.69,48,594,0
118204.85,51887.85,48,636,1
98887.17,56783.43,60,606,1
55508.58,17066.31,24,518,0
77578.97,17192.49,84,598,1
51092.92,26429.67,48,499,1
79718.67,51757.04,60,611,0
57474.38,25155.89,60,494,0
41270.71,10347.79,72,328,1
106269.26,85356.95,24,838,0
37286.42,14760.51,84,542,1
111118.63,45598.28,24,517,0
58605.84,33058.25,72,461,0
74969.24,47642.06,24,618,0
43881.93,14763.4,24,482,0
111974.95,67339.94,24,553,1
96945.28,60853.56,36,839,0
119803.99,38279.12,48,573,1
66881.93,36985.19,24,629,0
82499.06,17363.26,36,536,0
103370.91,57319.34,36,820,0
28003.14,15611.85,24,506,0
68622.73,33576.92,60,511,0
31675.19,13900.14,24,335,0
102106.52,26886.05,24,596,0
42056.34,23366.72,36,531,0
26503.48,8204.67,24,568,0
25496.19,15578.64,36,398,0
110577.31,26115.67,36,571,0
83288.74,89327.97,72,848,0
51757.45,20488.11,36,532,0
32375.68,11040.4,84,532,0
33664.36,11208.23,24,400,1
101456.5,89619.17,60,698,0
38973.73,23043.14,60,633,1
45395.3,12966.85,48,466,0
117672.17,40685.81,60,642,0
74845.35,31751.19,36,461,0
102234.4,71985.51,36,718,0
63906.5,15345.09,48,508,0
116131.81,87434.32,36,730,0
111765.85,57104.32,36,528,0
94357.32,67167.44,24,839,0
51564.22,21617.43,36,427,0
82633.38,41033.04,36,629,0
92392.93,77576.15,84,611,0
66479.39,15131.81,36,507,0
105877.98,87957.23,36,746,0
71571.15,43933.19,48,633,0
105121.03,88782.86,24,703,0
87176.86,81046.8,72,729,1
30100.29,16930.17,36,434,0
116381.31,28164.23,60,526,0
72870.52,49921.53,60,749,0
61917.73,28395.96,24,689,0
71926.33,32115.77,72,419,0
112728.18,81974.54,24,760,0
37743.76,10067.56,24,387,0
66043.19,32780.06,72,582,0
25585.58,12027.01,36,397,0
67684.63,26492.5,24,552,0
71957.6,20517.72,24,560,0
46192.88,15025.3,24,501,0
30443.67,7531.97,24,590,0
110933.16,88604.07,48,793,1
113191.84,82825.64,24,824,1
100280.74,59173.22,36,547,0
84455.42,35122.73,48,549,1
102697.97,31834.54,48,553,1
102070.16,82275.0,36,754,0
59417.59,13844.01,36,465,0
70434.99,44566.35,24,672,0
52432.41,22766.78,36,530,1
74988.45,29300.54,36,694,0
115966.52,73101.82,24,781,0
42368.01,32410.28,24,650,0
94808.69,46941.74,60,745,0
49917.19,22042.26,48,353,1
85805.29,18379.04,60,594,1
40611.95,11221.54,24,352,0
99279.73,74206.57,48,622,1
82724.18,54263.17,24,771,0
55190.61,21269.21,84,432,0
107450.85,73457.5,36,849,0
55394.46,17991.02,24,534,0
99099.44,38574.69,24,516,0
96040.09,35668.21,24,626,0
71481.23,28411.14,48,513,0
69461.8,17025.44,24,459,0
41534.85,18621.83,36,464,0
34613.52,10702.33,24,388,0
67634.77,29532.67,24,487,0
111402.95,77605.89,36,841,0
47351.46,16885.58,24,344,0
105758.46,70666.5,48,752,0
103437.96,56756.71,48,781,0
66232.01,26769.28,48,476,0
88197.03,59944.79,48,718,0
77095.2,17787.32,24,419,0
119326.54,49780.93,84,580,1
98164.05,61086.75,24,608,0
76869.29,44658.95,24,549,0
112225.64,41221.4,24,525,0
79583.1,30029.29,36,557,0
58829.1,48216.74,24,629,0
30583.53,8634.69,48,639,0
105535.86,58761.48,36,600,0
84479.74,56824.5,24,664,0
109299.32,50849.53,24,604,0
28993.07,13217.75,24,347,0
59083.98,27914.4,24,457,0
50885.04,27470.18,48,545,0
61589.7,44951.1,36,661,1
83983.19,80369.22,24,820,0
108950.41,89947.26,48,844,0
78124.39,29818.76,72,681,0
77811.88,52432.93,72,680,1
91025.91,54719.99,36,796,0
91430.6,60747.12,24,645,0
42971.74,17340.49,36,630,0
51441.73,24652.28,24,742,0
87146.67,55449.23,36,759,0
57666.54,61513.6,84,673,0
30954.13,15681.46,48,315,1
91880.77,80254.32,36,840,0
46868.25,26687.32,48,443,1
44203.9,22313.57,36,613,0
31547.24,9320.68,24,401,0
108761.21,47829.05,48,621,1
36778.15,8238.27,36,397,0
83418.91,38655.99,36,645,0
103906.42,62253.11,60,808,0
84636.88,50372.26,60,747,0
41079.86,17009.28,72,325,0
51936.01,30616.35,24,698,0
106268.67,79769.84,84,731,0
60620.32,57506.5,60,652,1
108791.05,48463.4,72,582,1
114090.03,74993.34,24,820,0
81006.01,44366.62,48,718,0
91226.0,66984.94,48,730,1
42963.56,32010.71,24,635,0
61384.33,17301.04,24,588,0
84019.82,82104.65,36,748,0
113036.57,88183.07,24,773,0
114499.17,62935.55,24,748,1
74915.66,74627.13,24,715,0
110942.22,73407.24,48,835,1
41315.55,9968.73,24,342,0
39864.85,17717.76,84,404,0
72248.03,28842.63,24,522,0
49088.76,21098.01,24,416,0
32930.43,6768.32,60,312,1
43798.65,18032.62,48,331,0
83118.47,38137.78,36,565,0
108397.32,85778.93,84,827,0
98288.3,62978.28,72,603,0
93595.92,58563.19,60,806,0
38757.45,18857.72,36,323,0
105561.27,43534.01,60,650,0
29672.81,11474.43,36,568,1
46981.08,11445.7,24,361,0
43892.85,23217.19,24,538,0
76403.8,77798.42,84,685,0
55913.7,31095.62,24,640,1
52233.26,20751.25,24,503,0
37855.99,18853.24,24,534,1
116115.44,62258.99,48,503,1
110273.72,67813.46,24,608,0
59841.92,35439.16,24,428,0
52856.1,19715.02,24,430,1
56304.89,18469.16,36,572,1
93534.45,40466.91,24,649,0
41711.12,15191.68,24,345,0
112122.44,66513.43,24,627,0
57727.99,15149.62,48,557,0
51648.03,16919.8,36,563,0
44489.13,19801.58,60,320,1
105426.16,79510.06,60,810,0
72248.09,32455.48,24,552,0
57714.21,42811.48,60,650,1
98086.45,82521.39,24,828,1
26526.77,5889.16,24,434,0
67683.76,34566.01,24,627,0
75151.17,33269.86,48,561,1
41999.91,21547.38,36,394,0
76275.85,67211.16,36,666,0
38073.43,15770.28,36,362,0
27893.4,13948.52,24,575,0
30914.44,7581.56,60,412,1
30215.42,11191.98,36,521,0
105284.44,65766.53,24,653,0
47788.19,10264.79,60,365,0
77995.67,32142.08,72,498,1
78377.25,22402.73,60,412,0
90353.66,39507.93,24,601,0
85707.89,52733.23,36,603,0
100228.73,87949.73,24,824,0
109469.34,86157.26,24,812,0
45581.33,21144.22,24,487,0
51914.2,12044.53,36,483,0
47499.38,21309.12,24,563,0
89592.93,23214.83,48,588,1
105010.39,61066.32,60,846,1
75978.71,33313.51,60,402,1
78736.01,42201.0,24,605,0
26341.63,8135.02,24,623,0
103690.08,83091.5,84,729,0
57009.01,23302.16,24,424,0
119283.16,71997.97,36,533,0
47787.72,19343.66,36,408,0
71394.9,76894.87,84,721,1
49263.22,20660.17,60,404,0
71461.37,28023.64,24,505,1
90280.07,71280.71,36,736,0
34577.87,8301.95,24,350,0
107741.61,82547.42,60,602,1
96993.69,84615.63,36,722,0
90287.13,77966.6,24,730,0
75950.66,60323.8,72,641,0
108840.0,63190.31,24,763,0
60055.91,30824.21,72,467,1
43257.57,9966.63,72,458,1
102462.38,77289.06,36,752,0
40156.52,10696.26,24,522,0
65776.81,36396.12,36,508,0
97902.86,61992.91,48,753,1
100671.11,51880.72,24,592,0
45293.85,26808.06,24,618,0
76660.48,37324.8,60,464,0
118307.18,61522.93,24,615,0
71581.34,31956.61,24,595,0
62047.34,27391.36,24,504,0
53100.08,15570.39,84,517,1
107044.65,84729.43,24,708,0
69467.82,15844.0,84,517,1
32844.11,13207.83,36,457,0
88393.98,65535.37,24,823,0
38426.92,16762.59,60,347,0
80148.73,25427.48,48,610,1
33995.42,9693.27,24,557,0
61825.07,13069.28,72,486,0
66840.79,31979.72,24,478,0
62437.15,43460.96,72,670,1
93669.49,84831.51,36,844,0
91927.34,41682.5,24,519,0
44149.3,15032.99,24,328,0
100779.2,73577.21,24,670,0
54480.33,22867.15,24,525,0
118906.7,76828.5,36,618,1
88244.2,49776.28,24,505,0
81773.73,59962.65,24,801,0
34994.35,16022.74,24,394,0
69279.7,55065.35,36,682,0
105712.41,70928.85,24,715,0
53814.45,32184.54,24,553,0
100591.53,47895.69,60,566,1
75042.37,27447.08,36,611,0
111030.05,49952.17,84,530,0
38605.57,17387.93,36,353,1
93809.25,88401.74,72,802,0
83293.01,33434.78,36,578,0
83325.08,65613.56,24,677,0
66937.56,15838.46,24,412,0
50198.44,16225.06,36,506,0
68878.96,41526.11,36,418,0
89750.39,33645.69,36,584,1
112220.97,43319.08,24,662,0
76610.28,70418.85,24,665,0
27049.84,12349.58,24,347,0
85019.43,45697.07,24,547,0
66676.53,72369.65,60,736,1
43439.78,20992.8,24,336,0
90356.06,53108.08,48,832,0
67571.1,79892.79,24,712,0
108323.96,48635.88,60,708,0
33899.03,7485.23,36,331,0
51909.65,25202.31,36,525,0
36883.68,17296.98,24,460,0
46134.5,18384.13,72,302,1
72697.72,63636.69,36,663,0
53114.12,32819.08,60,494,1
71968.58,42753.43,24,466,0
116768.45,52678.87,24,651,0
64335.56,52915.4,60,697,1
49620.62,17464.72,24,311,0
67278.48,18885.06,24,625,0
76317.74,58977.34,24,622,0
55549.69,26563.2,24,688,1
52551.72,13950.76,84,432,1
25441.03,10047.22,24,566,0
34265.93,20549.08,36,511,0
68537.01,63464.89,36,708,0
48514.55,26184.75,36,442,0
99896.32,69720.58,36,671,0
84454.67,29852.26,60,602,1
87738.52,68979.74,36,602,0
50281.41,18501.19,36,562,1
102209.8,31481.85,72,636,0
71678.88,31142.45,60,634,1
78804.54,72580.71,36,710,0
43907.94,11841.34,36,428,0
65638.36,18635.31,36,462,1
91880.58,33041.46,24,613,0
70350.9,16611.61,36,546,0
41410.5,25784.24,24,424,0
54377.67,17246.5,36,485,0
108959.33,84058.17,48,600,0
61126.02,52004.79,24,699,0
35875.78,20944.91,36,411,0
79838.85,18372.72,36,475,0
70932.98,24182.96,36,625,0
113113.12,50628.86,36,541,0
69088.87,45365.66,24,643,0
74403.77,30355.14,24,541,0
99365.12,85563.26,36,796,1
83855.86,32651.45,60,675,1
49747.05,23194.69,24,630,0
99697.31,40508.05,24,593,0
44145.67,13113.63,72,424,0
117508.4,73440.09,24,690,0
91124.47,77806.71,36,696,0
61033.47,35861.2,36,447,0
66676.33,21114.4,36,576,0
47970.21,16290.08,36,339,0
106008.83,85226.76,60,715,1
48795.44,12314.57,36,565,1
44137.36,24485.44,24,379,0
31305.7,18490.11,36,456,1
94628.48,44506.87,24,567,0
83435.67,34161.05,36,635,0
106590.4,35233.09,72,563,1
86123.86,33828.04,36,524,0
78035.19,84682.75,60,722,1
118337.88,71932.16,24,598,0
55362.6,31326.03,24,711,0
56025.98,29332.09,24,640,0
74769.06,39040.59,24,633,0
27830.25,16659.43,72,371,1
85889.78,31272.73,24,655,0
57745.67,35426.22,72,654,0
37321.1,9877.06,24,420,0
59229.64,37565.86,24,669,0
119109.51,48796.64,72,599,0
92077.51,51964.13,24,556,0
58121.42,17708.22,24,556,0
37427.09,18225.31,60,406,1
50875.66,14995.99,60,528,0
99726.89,87729.13,84,675,1
63954.62,16010.52,36,566,0
92585.53,52289.49,24,755,0
113006.9,77149.13,36,825,0
46210.14,17002.33,36,462,0
56015.22,11964.66,36,549,0
77294.13,42229.9,24,412,1
105419.13,34421.94,24,531,0
102080.43,86013.07,24,777,0
116461.86,70443.84,24,736,0
100452.18,38326.12,36,583,1
89183.77,77829.18,36,684,0
77270.13,60739.15,36,682,0
103011.45,79802.01,48,606,0
76254.56,33527.77,60,596,1
60175.46,21266.27,36,454,0
60718.45,20250.15,24,549,0
45248.29,25839.83,60,630,1
88878.99,80639.19,24,769,0
74378.56,29340.63,24,601,0
33689.49,12200.17,48,650,0
41368.71,9154.25,36,552,0
92052.98,30399.12,24,569,1
31903.8,13710.36,24,306,0
40262.21,29980.58,36,609,0
85263.93,46492.7,24,560,0
108548.96,48465.28,24,687,0
60392.99,47818.92,24,749,1
31264.55,9750.75,36,398,0
66635.1,49572.6,36,610,0
100472.14,79789.61,24,749,0
87543.9,71551.78,24,773,0
113020.93,69297.76,36,833,0
44177.33,22075.96,36,343,0
30235.12,6646.57,36,398,0
39699.08,17645.04,84,468,0
74598.71,22410.18,24,528,0
85762.16,50707.6,24,503,0
116712.71,67519.05,36,538,0
44902.37,23848.3,36,614,0
74130.0,50582.52,36,673,0
60593.49,44359.14,24,747,0
25991.81,15162.43,84,560,1
67698.45,57825.34,36,670,0
93818.77,54752.24,24,523,0
101937.2,61841.69,36,653,0
115373.65,75680.93,48,841,1
111376.14,75638.91,24,648,0
32481.09,10577.77,72,439,0
101896.76,80045.14,24,667,0
44541.46,13193.59,36,456,1
106165.15,65074.12,60,688,1
51798.3,17254.54,72,603,0
46279.87,23281.46,48,312,0
99147.88,80714.89,24,682,0
104211.5,83951.55,36,730,0
46718.17,27186.74,36,462,0
99980.3,70277.24,84,808,1
97567.74,56192.14,60,664,0
50912.33,36536.94,24,698,0
83848.66,33646.58,24,537,0
65818.13,54706.93,24,749,0
95298.19,20695.83,72,566,0
43079.29,39081.13,24,650,0
40774.57,19866.49,24,331,0
43006.23,31232.26,36,612,0
30819.75,8863.37,48,478,0
89743.97,35088.26,36,565,0
104924.29,42377.09,84,504,0
97991.73,82682.44,72,748,1
106882.52,46344.49,36,557,0
117731.65,33854.33,60,604,1
31584.98,16408.41,36,428,0
116363.68,28421.34,36,506,1
104736.1,89746.13,36,850,0
85709.94,56995.56,24,617,0
45380.76,27822.13,36,425,0
109740.03,83559.01,36,829,0
51762.88,29003.22,36,517,0
101838.37,82850.39,84,777,1
65677.79,37558.25,24,568,0
88200.52,33988.66,84,513,1
55703.7,26125.99,36,635,0
94911.63,76529.47,24,808,1
78033.95,33586.45,36,593,1
38563.94,11115.05,24,454,0
95451.62,61543.26,36,813,0
54828.27,17445.84,48,443,0
119234.71,49764.5,84,561,0
65141.66,14962.45,36,439,0
95549.87,55952.62,48,666,1
34635.5,10280.6,24,582,0
98294.05,48061.0,48,737,1
66475.29,70073.38,24,652,0
111259.95,72983.2,36,723,0
108119.93,70111.92,36,823,0
116965.49,62225.01,60,612,0
100466.87,88875.98,48,842,0
64162.32,57822.79,24,712,0
49114.23,13804.31,36,381,1
25710.64,9693.13,24,444,0
63865.98,30795.68,24,742,0
35913.79,14536.4,24,521,0
40609.77,21424.49,60,507,1
52793.4,20584.0,36,412,0
43552.99,23145.92,36,499,0
90666.63,51754.21,36,849,1
93610.6,38959.54,24,592,0
29380.09,10480.81,84,576,0
42493.35,25373.55,36,497,1
92489.76,62322.84,36,649,0
76294.75,30513.76,24,587,0
47563.43,11435.75,48,409,1
93863.41,74006.95,36,834,0
49614.09,16206.61,36,355,1
57190.97,16450.6,72,479,0
72327.55,25934.89,24,614,0
38927.48,10487.42,36,382,1
51016.64,17468.85,48,479,0
80655.95,86386.61,24,716,0
29659.52,10110.54,36,350,0
107453.21,62678.75,36,593,0
42450.78,25430.07,36,539,0
41853.0,17603.79,24,468,0
49424.8,32048.62,36,613,0
56877.06,19882.53,60,516,0
74292.16,60869.64,36,673,0
88607.83,74103.79,84,688,0
74858.36,33582.75,24,445,0
53579.81,29073.23,24,447,0
103487.84,84914.41,24,846,0
46883.6,12770.68,48,423,0
97231.56,48008.42,72,668,1
113964.85,80640.3,24,713,0
118460.54,71002.53,60,531,1
78928.01,39813.37,36,469,0
71916.67,65498.97,24,744,0
114367.5,72440.46,36,818,0
82349.12,47996.35,24,821,0
119941.44,89672.39,36,758,0
113516.75,38020.16,36,532,1
96871.12,45156.94,48,713,0
26197.03,15342.99,36,531,1
58809.41,32513.55,48,580,0
82105.61,39470.65,24,640,0
67612.73,38156.04,72,539,1
73555.15,53261.75,36,607,0
105635.64,24110.89,60,517,1
91211.69,54617.79,48,622,0
29291.53,17612.65,60,462,1
35343.38,20199.29,24,469,0
85302.07,26526.85,72,518,0
103263.26,30119.97,48,596,1
91555.5,48154.79,60,575,1
110855.54,47319.45,84,528,0
43114.37,18305.23,36,427,0
71469.33,30126.32,36,644,0
95047.74,24840.17,24,561,0
109945.97,85616.18,24,665,0
37685.39,16022.35,60,501,1
95588.56,78506.07,36,831,1
93023.12,56342.95,36,671,1
63661.5,24247.42,72,425,1
62846.15,18261.99,24,468,0
79563.19,23000.19,36,432,0
71976.5,31062.69,84,554,1
68543.02,33213.77,24,661,0
95937.46,70281.22,36,608,0
81782.34,58629.96,36,804,1
87462.04,19764.63,24,571,0
109343.09,36921.44,72,531,1
89390.39,43425.97,24,659,0
39322.04,10099.88,36,339,1
57424.09,78646.4,48,714,1
29313.77,7327.34,48,437,1
97950.41,54068.51,24,582,0
30570.02,7570.25,36,369,0
90242.78,48383.89,48,513,0
53939.65,40250.76,36,749,0
90560.3,60351.08,60,830,1
35865.57,16947.81,36,415,0
78109.44,31377.6,48,683,0
109095.23,59096.66,24,642,0
65001.92,13999.19,84,550,0
34204.06,19299.04,60,374,1
25496.48,5576.74,24,494,0
52334.38,36740.12,84,733,1
56043.0,17778.6,60,456,0
44243.16,19098.77,36,374,0
62104.03,31207.7,36,504,0
49459.71,14669.08,36,565,0
104381.94,31146.36,24,596,0
50590.19,20995.04,72,593,1
32737.3,12675.64,24,301,0
93053.95,21490.73,48,579,1
64517.31,34190.02,24,742,0
30779.95,17863.46,72,552,1
54220.59,26810.74,24,551,0
53249.92,13784.8,72,411,1
51963.27,51626.42,72,672,1
87178.08,26052.01,84,545,0
96765.48,49564.51,24,714,0
71378.55,74172.37,48,725,0
77673.03,41937.74,24,562,0
64545.96,32235.25,24,537,0
82094.76,88799.74,84,716,0
43215.37,21676.95,48,455,0
26462.81,7652.1,36,454,0
72061.62,30638.94,48,518,0
81643.68,38521.72,84,743,1
28618.36,6582.16,24,444,0
25721.63,8779.73,36,435,0
107814.3,36385.43,24,577,0
100754.73,62310.0,24,732,0
117691.3,89918.79,72,693,1
48562.04,17239.6,36,645,0
114147.68,65459.24,36,724,0
75246.2,80110.53,72,701,1
92082.09,44191.06,24,643,1
114786.64,36381.81,36,561,0
103048.44,87733.6,24,817,1
111337.01,74861.95,24,653,0
27729.28,7370.81,84,331,1
52921.17,26979.72,36,425,0
94838.02,47793.47,48,576,0
93255.24,59561.29,24,767,0
44627.63,27306.99,36,382,0
105075.32,55255.29,84,501,1
86538.01,35982.78,24,581,0
56778.34,25138.65,84,570,1
44999.48,22774.63,36,420,0
51752.71,22370.77,60,429,1
80116.93,85803.8,36,840,0
56129.31,19030.0,24,632,0
70457.87,15772.13,60,467,1
115829.71,69644.41,84,791,1
89432.39,30980.5,24,520,0
32900.25,21453.46,72,616,0
94160.63,39343.3,36,689,0
116370.19,75887.17,72,685,1
68114.99,85928.75,36,730,1
95288.98,33196.2,60,618,1
111800.24,26623.83,36,509,0
45618.63,10126.52,24,498,0
32328.62,7525.71,48,489,1
82434.74,37971.64,48,664,1
102018.38,35309.88,36,572,0
82957.11,49053.78,24,620,0
78721.97,49351.03,36,431,0
45646.15,13213.64,36,484,0
119579.73,37231.26,84,642,0
69829.42,28737.32,36,568,0
101736.94,38610.47,24,509,0
62477.02,28702.52,84,401,1
101498.35,60753.34,36,784,0
67094.61,18782.75,84,560,1
91846.57,32618.97,36,518,0
111097.61,49582.63,24,558,0
44013.61,20974.83,72,533,1
69102.54,37353.53,36,485,0
119234.33,62501.79,84,526,1
85995.05,33679.19,36,515,0
104117.45,51157.41,36,659,0
45691.73,17180.39,24,469,0
50281.47,19213.27,24,456,1
71980.34,27325.5,24,405,0
26587.32,5634.66,72,529,1
56281.07,58058.13,24,651,0
103981.34,45614.06,84,530,0
82040.27,48378.91,24,795,0
105614.96,76889.01,60,633,0
102618.33,31519.77,84,521,1
97405.65,89936.61,48,830,1
26419.21,15174.96,36,585,0
92942.09,82219.43,24,704,0
61017.88,28273.65,36,503,1
100882.17,78545.75,24,695,0
31660.77,14766.57,72,395,1
28450.7,11564.33,24,591,0
74701.43,39605.7,84,498,1
111336.87,73108.61,36,784,0
59259.64,34691.09,48,524,1
81442.12,40555.85,24,615,0
107418.55,38730.84,24,546,0
115009.37,38392.27,36,560,0
109809.49,57649.12,60,517,1
88447.67,83347.66,72,776,1
42986.9,9333.12,60,538,1
36078.42,22359.76,24,537,0
104350.53,68102.54,60,731,0
92814.75,74798.47,24,706,1
68164.77,35428.55,36,609,0
64003.81,28906.69,36,475,0
76070.18,19544.03,72,428,1
37946.33,14385.69,72,458,1
